x1,x2
4.0191917,6.970825
0.40708998,14.479802
-3.062938,8.907696
4.2163377,9.095469
1.2340564,10.06594
-0.033958204,-0.9872377
2.0655093,11.180636
1.4814701,11.307577
3.6079097,8.871354
1.0438026,11.043167
1.8206418,10.95231
-1.3878123,6.7836757
2.992779,9.681422
-2.1490092,8.237526
3.028269,6.37188
-3.3751116,0.2815898
-2.1932213,8.238387
1.7640362,10.071467
-2.132377,13.299571
-2.0493982,13.284779
-2.3010252,0.95047456
-3.065858,7.889106
-2.9293585,7.9102116
-2.3925226,7.8232756
-1.8342161,7.7912908
-1.2036273,7.741853
-1.630293,7.773666
1.2609226,5.584557
-3.2461848,0.61206114
-1.3941592,-2.1340473
2.464868,6.0904303
-0.25359195,-2.8880627
-1.1213001,-1.3612111
4.79127,5.4818015
-1.1181918,-2.0308306
-0.36753017,13.769676
3.3914704,6.3784323
-0.048839122,-1.5790899
2.2175539,8.696437
4.672441,7.5443225
3.6179297,9.921418
0.2941662,-1.4396197
2.994606,8.625508
-0.3145542,6.2076573
1.9444201,7.6860504
-5.0362077,2.2173653
-2.1737912,6.1379147
-0.24952607,11.967608
4.263599,8.175971
2.6236155,12.490758
0.8052678,7.9319415
2.5954988,11.637316
0.01680935,8.707975
2.8017147,8.555501
-0.10941057,11.539846
-0.009140428,-1.6928208
2.453306,12.384403
1.8347521,7.433414
2.5554717,6.333057
3.2465513,6.7628217
3.3146348,6.8005576
-3.7761824,0.82253546
-2.211628,6.225514
-2.2190354,6.123993
-3.3609858,13.007276
-3.2763875,13.102421
-2.0974765,-0.9533793
2.392004,6.6597443
6.476854,3.9728098
2.2646759,6.6817107
-1.2480046,-0.4591924
1.163607,5.5394754
-2.1421986,-0.9468774
-2.4896274,8.991196
0.40668452,-1.823616
-3.7052805,0.73254395
-0.4249442,-0.9920858
-3.4351447,9.471681
-2.332106,6.428017
1.1854604,9.521516
1.2816632,10.147511
-3.1745865,9.484754
-2.38776,6.3385196
-1.3409883,7.593398
3.532149,6.651274
3.9210014,7.0851307
-0.64860255,6.808776
1.3617554,10.672314
3.1305811,7.357638
-3.228967,7.2878084
-0.81197745,12.121679
-1.6933545,-0.25519133
0.693,13.68165
1.9729694,6.3184795
2.0879495,11.077547
-1.9195424,7.4380517
-1.3900195,6.1500206
-1.2499533,6.1574893
4.0204163,8.225129
1.1284196,11.403244
-1.6772286,7.0115356
-0.100159995,-1.2357333
0.6577283,8.971441
-3.5906103,0.796823
3.350192,6.565442
2.94475,6.8781757
-1.1804233,6.3246846
0.38938156,-0.15875578
2.2945073,10.573387
1.5408832,7.3448243
3.6827185,8.337434
-0.49994156,-1.2643582
1.465915,5.523187
-2.1599026,13.328881
-1.5678548,7.7619376
1.9242402,9.725169
2.264502,6.673019
-3.6437113,0.6558344
3.8489861,8.348221
-0.6183959,-2.3520021
4.050117,10.743465
-0.19825058,-1.9294434
-1.7236625,-1.0064175
1.6694983,11.494076
1.9546157,10.6014805
3.646074,8.284795
1.534292,7.353468
-2.8953104,1.3723522
0.9365104,7.7176757
-2.1405036,13.307938
1.0958164,12.061454
-1.1825289,-0.59888625
-0.5941804,5.860908
-1.9869908,-1.9687406
-2.96392,0.8317988
-3.2538137,0.6541521
-1.789824,-0.5077827
2.4761617,12.170199
2.5237448,11.577538
1.7215389,5.7760696
2.0432444,11.820132
1.6437336,9.397232
-2.650971,9.242228
3.3512588,11.205677
4.166426,7.31106
4.595319,5.8193088
-1.8096161,0.17104398
1.1589363,11.17508
2.3012028,10.310867
1.05119,8.8597145
-2.118962,8.0808115
-2.0025156,-1.0020133
-0.6649422,7.873344
-1.6931287,-0.27686322
-0.48168936,6.457916
0.11038423,-2.440561
3.7526608,6.863675
-2.2226396,-1.2167255
-1.588301,7.5394926
-2.005527,9.080501
1.4895843,7.9246035
2.45792,9.004908
-2.3082952,-1.6147106
1.4375113,11.344085
-3.4597971,1.0112704
3.9974506,8.32182
0.26219568,-0.8276226
-0.5804014,6.001236
2.6229322,6.895302
0.2024743,5.887368
2.6420176,6.9266653
2.5777276,6.741179
2.2153556,7.4793925
3.5949628,12.3467
3.6149094,12.385447
-2.3816006,8.830114
1.8200232,5.756146
4.097767,8.296796
2.7293818,0.8563628
-0.88271606,0.9516009
-2.7976322,9.37191
0.9288674,8.885651
1.0178112,9.810657
5.505911,5.6358876
-0.7468482,-0.85371166
-0.53500915,-0.6473396
-3.5926697,0.6374442
2.7005568,10.257655
1.1684393,11.063031
-3.3271432,12.47842
2.6737933,7.3605103
-0.54722553,6.2913814
-1.2969203,7.556481
4.4716396,10.869403
-3.2400866,14.840402
-1.0981717,11.202802
-3.4632735,0.8309406
-0.67210275,6.066546
-1.68427,-0.8268376
0.4503825,7.8709254
-2.0210738,-2.128031
-1.5862315,-2.2784464
0.72701627,11.123968
3.163243,11.564064
-3.31974,9.238938
-0.7022002,-0.10134362
-1.5569134,-1.5605003
-2.3009722,-1.9231144
-2.1020718,-2.5139198
-3.2668452,14.823163
0.6219111,11.850658
-0.19534962,7.6257486
-3.3121696,14.897012
-4.049465,1.59458
-3.2028692,13.688075
-2.3971028,-2.8965027
-3.0834424,7.38634
-1.5635225,-1.6693294
-1.2705568,6.3747096
-1.8892691,6.9552255
-1.0387862,-1.1037048
-0.9807753,-1.358623
-0.22346199,-1.906249
4.4835553,5.6415215
3.2964902,7.504196
3.1739097,11.066849
2.2325203,10.646873
2.1482995,7.8223944
-0.16594468,-1.365975
-2.906935,1.2312552
-0.15880819,11.9022255
3.3727612,6.9006147
2.3942032,6.5271325
0.09445673,-0.712035
-0.31094778,-0.5070232
-2.6787553,10.11162
-0.32197857,7.5302086
-2.1718962,8.018924
-2.338341,7.3122215
-2.1174185,5.6747966
-2.0954652,5.7778373
-1.9993355,5.751347
-2.1463547,5.647186
4.454957,7.9769244
-1.303164,6.9167867
-1.0472225,-1.18636
-3.8443756,0.6180415
3.209521,10.778477
0.78156537,10.366774
1.2703859,7.8967814
-2.1240277,-1.1424576
-2.2747595,-2.7444546
1.2074136,10.498679
-1.3168726,-0.16767874
2.5510669,10.23116
4.6329007,9.213684
4.7702155,5.697168
-3.6302612,0.4915248
1.9273311,7.4523416
-2.1601708,-3.108211
-0.91757154,-0.34204328
1.5297141,10.588801
2.2284026,7.684959
-0.19172706,-1.4502182
1.4225112,12.097195
3.0117333,10.649798
3.05805,10.4032135
-0.52798563,-0.48943833
3.1127062,7.3445463
2.055799,7.4785175
3.0187063,7.2367415
-0.88016254,-0.44683272
-2.833177,8.8871155
-1.3259537,10.245237
2.3233652,11.141893
3.3162503,6.5723844
-2.177745,5.7231555
0.22446856,6.2154365
-2.301972,0.5913626
-1.3946649,-0.33057272
1.2147684,6.8759856
-0.1822606,6.468676
-0.0833213,-1.0223608
1.4779547,10.153739
-0.14691307,-2.8822904
4.0592294,8.356515
2.5478215,10.374873
0.8906268,13.415252
-0.66068494,-1.4480699
2.8177247,10.499423
-1.6635118,9.418517
-3.0874696,7.559504
-3.4879255,0.5236033
0.21456262,8.039521
-0.812932,7.390185
-0.74095345,-2.606652
3.3219461,7.3839474
1.2518439,6.4009514
-0.94906133,-0.5296398
3.1998546,9.887794
1.2736874,6.52562
-1.9412282,-0.8001203
3.3723335,7.414099
-0.19970219,-1.2417018
-1.7797214,5.5136685
3.8046944,8.390526
-0.5979664,5.799639
-4.055214,-0.17609413
3.3011477,11.211792
2.980676,9.938071
-3.3770478,9.63309
-2.4259634,-1.4873445
3.049357,11.497279
3.2815282,11.606353
3.6584349,12.334574
2.260989,8.614899
-1.2312385,8.205412
-3.4001675,13.005431
2.7967806,11.211445
-1.956479,-2.8206851
2.747825,11.922782
-2.1670527,8.770183
-1.5665666,12.704972
4.435579,5.779913
-0.69143105,7.148413
-0.7523738,6.8730245
0.101218894,6.849676
-2.804534,1.0598686
4.4214044,8.510711
-3.5057716,0.53274226
2.170274,10.81657
-1.8976821,-0.5168482
0.41929865,-1.6373236
-3.1829095,7.488688
-3.123906,7.8308764
-1.7094312,-0.6224326
-3.2613983,12.9170065
0.7923405,9.611907
0.7675397,13.099583
0.15706527,11.553271
1.7052689,10.256616
1.8848962,9.9342575
-3.0881164,8.268783
2.6876194,7.2638197
2.3283544,8.078399
-2.5020921,-2.6700869
-1.1637002,6.3017664
-2.4122481,1.5534554
-2.136641,-0.5393238
-1.5734333,7.461279
2.8127675,6.274596
-0.63555515,-0.86572194
-0.8566544,12.297041
1.3670927,5.921157
-2.176573,-0.6578099
-1.5191526,7.4433503
3.8662548,6.91364
-3.4589994,0.09218087
-2.6466649,0.7890178
2.799135,8.63509
1.8077092,11.46332
1.2144783,11.035158
2.21799,8.027117
2.2600346,6.9519396
-2.8875897,0.010745689
0.59969676,6.490815
-3.8760808,0.16115916
0.7169984,9.422861
-2.920847,1.6288835
-2.465968,-1.1179616
-2.7327378,7.9487953
4.0943456,10.5231495
1.0996886,8.804701
2.74524,7.061577
0.04293312,-1.8517888
3.36657,7.558827
3.3254786,8.761106
0.59019125,11.434478
-0.07190564,11.607065
-0.444098,5.8920126
0.14154902,7.075582
2.853626,10.7678995
3.3671386,2.7611895
4.3438787,8.157556
-0.8930466,12.196091
-0.44180644,6.950946
-3.0849156,-0.17167285
-0.8271202,5.129053
3.198643,3.2199702
-2.3330295,8.340436
8.227118,3.7889977
0.3764784,-1.779637
1.7972432,10.976772
1.6097094,12.214221
0.9868407,10.442419
-1.2837335,-2.1058795
3.8431199,4.9885497
3.8355076,5.0280766
2.7769616,7.4754624
0.74665123,13.648296
-0.7790869,6.6046906
-2.142554,5.787936
2.4055355,8.309415
-2.7502713,8.895849
1.7002146,10.107067
1.85147,7.7524457
0.02512055,-1.172381
4.276004,7.7108192
5.5514674,4.4591484
-0.632598,5.891852
-2.7820039,8.90851
-0.42163604,-1.5394589
-1.5767589,-1.4449848
1.1383617,5.8660917
2.4031277,10.481577
1.2973284,11.863954
0.30420965,10.727266
3.0359447,8.718706
2.5522823,10.325595
1.6833053,7.6306243
3.1509776,7.5620317
-3.0002396,0.8031666
-3.055092,1.3491362
-2.3576796,10.934727
-3.4943433,9.40377
-2.686706,8.181714
-2.2201068,-1.106887
-3.4482822,9.565288
-1.5737265,-1.6921502
0.68417263,-1.8916103
-2.4650323,-2.815997
2.1226938,7.7619915
-3.0251956,9.002591
-0.080675885,0.75771725
-1.9999958,6.4463806
-2.389442,8.688007
4.687661,7.5610547
-2.3056436,7.5680747
-1.7024302,7.302729
-1.894477,8.07495
-0.95417774,7.8110614
-0.5927634,-1.5988114
2.4634836,7.434009
-2.3247743,-1.0742284
3.4193974,7.667019
4.637051,7.946714
2.7591934,11.416051
0.96130747,10.140883
2.0988047,6.8019233
-0.9905512,0.95204675
1.4160733,10.406662
1.1090741,9.733802
0.07872543,-0.7244944
4.2049627,8.812071
3.9796145,0.04961867
0.5096543,8.393497
2.9150012,8.107503
0.06104823,11.786604
-3.6284058,9.788335
0.45287693,11.051223
-2.6699777,9.096787
-2.497747,-0.9555938
-3.7336183,0.5081037
0.3816389,-1.585622
-2.112955,8.578885
0.17103827,7.0561123
2.68584,7.6541657
2.4978497,6.8697567
-2.7202022,7.951126
3.8462503,8.45825
-0.2877939,11.996523
-0.42278084,12.072538
0.49351984,-1.7223754
0.51853263,8.3501625
3.989192,-0.0026847175
-1.3157871,-1.5036671
0.8811201,14.334934
-0.11415964,11.983704
-4.0860066,-0.17105657
-0.41098136,12.062273
2.1607769,10.615182
3.3789427,11.856157
0.08927278,-2.3281388
-0.5357105,-1.607465
-0.4036,11.853244
3.5444572,8.055558
-1.8277088,5.721145
-1.4719281,6.9022956
-1.6929703,6.6976705
2.4708025,11.953222
-1.632738,8.257771
-1.5897958,6.834006
0.46691862,11.634154
1.0889399,10.048706
3.6899788,8.139192
-2.3942912,-2.0986764
-2.2530522,8.761201
-1.7720971,7.6961374
-1.9388131,-1.0376254
1.0203178,5.77362
2.3707726,10.293648
2.3031054,7.8885894
4.2582836,8.517063
-3.3374584,1.1747524
0.66695046,11.717131
2.5356433,11.6119585
-1.0092252,-1.5960768
-0.40733844,-1.356917
-0.5093144,12.095183
-0.41709736,8.942807
-2.1828856,7.5681863
-0.3420982,1.3574537
0.35355598,8.685637
2.6721354,8.516608
1.3387737,10.582703
2.149024,10.047972
-2.3412876,6.278311
-2.3894706,6.2762213
3.869146,8.547234
-2.3408089,6.26831
-0.7308713,-0.19545376
2.3986332,10.379317
-3.32367,12.854283
3.6472702,8.531244
2.483527,11.181419
-1.5720398,-2.4744053
-3.911805,1.2491524
2.0127168,11.164974
-2.899396,0.51971406
-2.0726433,8.759873
-2.0638416,8.749318
-2.226066,8.737271
1.4969686,6.9312916
-2.170027,8.829818
1.3262765,11.587215
2.4642537,11.646359
1.0902245,10.397468
-0.44154423,-0.59869945
-2.229199,0.8464576
2.3507862,10.21714
-0.5444048,9.119526
-0.9722422,7.0212517
1.059799,11.939711
0.28443676,-2.185491
2.9791875,5.8378735
0.2665797,6.088655
4.4079657,7.66635
-0.7765083,1.139656
-1.3233836,-2.358176
-2.3263776,-0.906666
2.9980793,11.961739
-3.185232,7.402742
1.2593923,9.652498
-2.9865203,8.922917
-2.8726504,8.811833
-2.950923,8.745778
-2.9505706,8.951596
3.1488464,8.780811
-2.8606293,8.94219
-1.8899852,-0.9079137
0.27595142,-2.1544042
-1.587297,-2.0584524
-3.253795,0.6927855
2.9598932,6.9566894
0.36007836,8.402692
-0.40089604,1.1333756
6.4462514,4.013414
1.1807711,7.722447
-3.733776,0.61051863
1.951372,10.841834
-3.6411989,10.4558935
-0.7576804,6.0763197
-0.89602685,6.146535
-2.072437,-3.0472648
2.0469515,11.52115
2.0690446,8.65091
3.3959851,8.005934
-3.4045339,0.99735874
-0.38250294,9.351826
-3.350336,12.853024
0.14218187,-2.2432256
1.1215476,6.5102496
0.4264815,6.666543
0.6439203,6.760299
-3.2434754,7.5150495
-2.3658783,-0.3028055
1.6289302,11.111187
2.766305,7.681143
-3.3189116,8.947902
-1.5531946,-1.8582479
-1.3281891,-0.9068163
1.8404052,6.0137696
-2.7306304,8.672678
-3.3891294,12.905201
-0.029440103,0.33673468
-1.2745333,6.2529526
5.536994,5.5523744
0.014292981,5.4167104
-2.873022,1.6273229
-2.3224308,-0.7372582
-2.467497,9.049437
-0.050736863,0.57746017
-1.743059,1.0455942
-1.8545536,-1.0211846
2.0344718,8.126254
2.0817573,10.372142
-0.97069865,-2.520295
-3.3398068,12.759127
3.1039464,7.973383
0.20863432,-0.2898754
0.6112804,6.436113
1.7974702,11.949842
4.914005,5.5957623
1.4473871,6.064517
4.137834,8.074326
1.5824288,11.37428
-1.2703898,6.2707477
-1.8696028,-0.64022857
-1.4418359,-1.998136
2.4532223,10.938635
-2.582893,10.80037
-2.5354016,7.899089
-2.27288,7.7932324
4.3819423,7.82514
-2.8237414,8.958951
-0.4797145,1.3870263
-1.857986,10.685343
-2.54586,10.920597
-2.5010753,10.959959
1.2374908,5.9113297
1.4374131,5.6478157
4.4821563,7.748044
-0.915677,0.9175498
3.3533366,6.4300866
1.7939684,10.229163
0.24442653,-1.8153608
4.0145497,8.471609
-0.5696248,11.207745
-0.25197926,7.2888446
1.2711825,5.7541184
-2.6270304,10.898956
0.83506584,5.9009047
-2.2979643,10.957859
7.542619,5.624686
-2.7334936,10.140955
-1.8363494,-0.6887011
4.1380486,8.0449095
3.9379218,7.990794
4.519369,7.610632
-1.5943916,-2.329012
-1.4553498,-1.8710027
2.3969865,7.6840568
4.179357,8.678842
-0.017849023,0.93634945
-0.66296786,1.0351653
-3.4324832,1.0293826
0.44331232,5.8845663
0.18976447,6.4024076
2.3028686,7.6603823
0.31355804,-0.95567966
1.5400457,9.705082
-1.6259416,6.867867
-0.4313488,5.757419
2.8715696,7.840779
-0.69488686,1.2708856
-3.5882368,10.753723
-0.10807685,0.43127224
2.4684834,5.84591
-1.6902974,6.8847566
3.7051685,9.730088
3.0205634,6.0698624
-2.2016785,13.335892
4.1733212,7.9750247
0.061708216,10.778589
-1.4307556,7.5362988
-1.231487,-0.8382075
-1.1768396,-1.5015502
-0.69608074,-0.93939793
-3.7031252,13.794252
2.699663,12.084502
3.1150496,9.220099
-0.56732094,1.2276822
1.3608729,5.671823
-0.12975682,-0.61186785
3.1926465,6.7581825
-2.1213949,10.885323
-0.8449465,-0.2672824
0.9199056,6.4639115
1.5590829,6.3497396
-2.7998948,10.744961
-0.5424014,-1.1042457
2.4431238,7.5750823
1.980716,9.382474
-1.5185442,6.9099736
-0.5340062,12.248155
-2.1669924,-2.7333567
0.082674436,-0.66684586
-2.3272796,8.525273
0.8566861,5.794674
3.97139,0.10015265
-1.2350125,6.1083
-1.580996,6.7837396
0.62386745,8.944857
-2.2192864,-1.6347895
-4.014821,0.18249786
-0.021079369,9.854794
4.414009,7.8146453
-1.2249733,-2.507774
-1.4603364,7.3773704
1.7657522,11.086454
-0.5870027,6.194867
-0.6544871,11.897417
-0.20498036,-2.859744
4.271367,8.883006
3.6799998,9.311794
-1.7226833,-1.1995237
-2.311704,0.36440897
1.7070392,12.438248
0.6379134,9.733789
-1.738238,-0.31039527
-3.3334594,9.666944
2.8637643,7.1497617
-3.4411802,9.745979
-3.671814,1.1588432
-0.4859363,7.6131496
-0.03439935,-2.7434297
0.120468244,-0.6012777
-2.2427115,13.340505
3.934594,0.10084221
3.3796706,6.5204177
0.1599055,6.431156
0.6405254,7.2325106
